timestamp,cpu_%,disk_read_iops,disk_write_iops,mb_s,threads_running,pending_writes
2025-11-21 16:44:09,3.20,1.75,,,2,16:44:10
2025-11-21 16:44:11,7.27,0.02,,,2,16:44:13
2025-11-21 16:44:14,3.22,0.08,,,2,16:44:15
2025-11-21 16:44:16,5.69,0.00,,,2,16:44:17
2025-11-21 16:44:18,2.21,94.91,,,2,16:44:20
2025-11-21 16:44:21,28.0,47.05,,,2,16:44:22
2025-11-21 16:44:23,15.65,32.49,,,2,16:44:25
2025-11-21 16:44:26,8.28,30.79,,,9,16:44:27
2025-11-21 16:44:28,31.55,23.43,,,2,16:44:30
2025-11-21 16:44:31,7.64,25.77,,,2,16:44:32
2025-11-21 16:44:33,14.69,6.88,,,2,16:44:35
2025-11-21 16:44:36,3.66,22.14,,,2,16:44:37
2025-11-21 16:44:38,2.80,5.83,,,2,16:44:40
2025-11-21 16:44:41,3.96,0.00,,,2,16:44:42
2025-11-21 16:44:43,42.54,0.27,,,2,16:44:45
2025-11-21 16:44:46,3.34,0.12,,,2,16:44:47
2025-11-21 16:44:48,5.16,0.87,,,2,16:44:49
2025-11-21 16:44:50,8.43,0.76,,,2,16:44:52
2025-11-21 16:44:53,23.35,67.91,,,2,16:44:54
2025-11-21 16:44:55,9.30,29.21,,,2,16:44:57
2025-11-21 16:44:58,7.9,32.09,,,2,16:44:59
2025-11-21 16:45:00,7.38,40.55,,,2,16:45:02
2025-11-21 16:45:03,7.69,30.09,,,2,16:45:04
2025-11-21 16:45:05,7.76,30.91,,,2,16:45:07
2025-11-21 16:45:08,3.66,2.49,,,2,16:45:09
2025-11-21 16:45:10,2.17,0.03,,,2,16:45:11
2025-11-21 16:45:12,2.45,0.00,,,2,16:45:14
2025-11-21 16:45:15,5.23,0.82,,,2,16:45:16
2025-11-21 16:45:17,2.95,0.09,,,2,16:45:19
2025-11-21 16:45:20,2.7,77.22,,,2,16:45:21
2025-11-21 16:45:22,19.84,42.88,,,2,16:45:24
2025-11-21 16:45:25,26.71,92.71,,,2,16:45:26
2025-11-21 16:45:27,10.2,32.72,,,2,16:45:29
2025-11-21 16:45:30,7.27,29.09,,,2,16:45:31
2025-11-21 16:45:32,15.7,28.45,,,2,16:45:33
2025-11-21 16:45:35,7.44,28.64,,,2,16:45:36
2025-11-21 16:45:37,6.90,31.19,,,2,16:45:38
2025-11-21 16:45:39,7.39,33.05,,,2,16:45:41
2025-11-21 16:45:42,2.74,4.26,,,2,16:45:43
2025-11-21 16:45:44,2.67,0.17,,,2,16:45:46
2025-11-21 16:45:47,3.82,0.65,,,2,16:45:48
2025-11-21 16:45:49,2.38,0.88,,,2,16:45:51
2025-11-21 16:45:52,23.18,20.16,,,2,16:45:53
2025-11-21 16:45:54,3.59,17.10,,,2,16:45:56
2025-11-21 16:45:57,20.24,29.20,,,2,16:45:58
2025-11-21 16:45:59,7.41,30.14,,,2,16:46:00
2025-11-21 16:46:01,7.90,31.09,,,2,16:46:03
2025-11-21 16:46:04,6.44,34.00,,,2,16:46:05
2025-11-21 16:46:06,6.32,28.96,,,2,16:46:08
2025-11-21 16:46:09,7.55,27.78,,,2,16:46:10
2025-11-21 16:46:11,13.87,30.09,,,2,16:46:13
2025-11-21 16:46:14,5.86,4.99,,,2,16:46:15
2025-11-21 16:46:16,2.70,10.26,,,2,16:46:18
2025-11-21 16:46:19,7.62,0.27,,,2,16:46:20
2025-11-21 16:46:21,6.58,0.08,,,2,16:46:22
2025-11-21 16:46:23,26.59,26.47,,,2,16:46:25
2025-11-21 16:46:26,7.1,10.56,,,11,16:46:27
2025-11-21 16:46:28,7.7,26.72,,,2,16:46:30
2025-11-21 16:46:31,10.59,10.12,,,2,16:46:32
2025-11-21 16:46:33,9.81,29.00,,,2,16:46:35
2025-11-21 16:46:36,6.94,33.39,,,2,16:46:37
2025-11-21 16:46:38,6.16,33.33,,,2,16:46:39
2025-11-21 16:46:40,7.18,34.77,,,2,16:46:42
2025-11-21 16:46:43,6.34,33.00,,,2,16:46:44
2025-11-21 16:46:45,2.85,5.55,,,2,16:46:47
2025-11-21 16:46:48,4.2,0.02,,,2,16:46:49
2025-11-21 16:46:50,5.88,0.27,,,2,16:46:52
2025-11-21 16:46:53,6.85,41.25,,,2,16:46:54
2025-11-21 16:46:55,7.64,100.44,,,2,16:46:56
2025-11-21 16:46:57,13.33,62.35,,,2,16:46:59
2025-11-21 16:47:00,26.34,56.98,,,2,16:47:01
2025-11-21 16:47:02,7.98,29.69,,,2,16:47:04
2025-11-21 16:47:05,6.8,10.55,,,2,16:47:06
2025-11-21 16:47:07,5.50,33.58,,,2,16:47:09
2025-11-21 16:47:10,5.71,35.76,,,4,16:47:11
2025-11-21 16:47:12,9.96,31.52,,,2,16:47:13
2025-11-21 16:47:14,6.83,27.80,,,2,16:47:16
2025-11-21 16:47:17,4.4,4.81,,,2,16:47:18
